INSTALLED,UPGRADED,Comfort_Level
2009,NA,Moderate Comfort
2009,NA,Low Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2010,NA,Moderate Comfort
2010,2015,Moderate Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2013,NA,High Comfort
2013,NA,High Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2005,NA,Moderate Comfort
2014,NA,Low Comfort
2014,NA,High Comfort
2014,NA,High Comfort
2014,NA,Moderate Comfort
2014,NA,Low Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,High Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2012,NA,Low Comfort
2013,NA,High Comfort
2013,NA,High Comfort
2006,2013,High Comfort
2013,NA,Moderate Comfort
2013,NA,Moderate Comfort
2013,NA,Low Comfort
2013,2019,Low Comfort
2013,NA,High Comfort
2013,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2016,NA,High Comfort
2006,2016,Low Comfort
2016,NA,Moderate Comfort
2016,NA,Moderate Comfort
2016,NA,Low Comfort
2016,NA,Moderate Comfort
2001,2017,Moderate Comfort
2001,NA,High Comfort
2001,2017,High Comfort
2001,2017,Low Comfort
2001,2017,Low Comfort
2007,2017,Low Comfort
2005,NA,Moderate Comfort
2008,NA,Moderate Comfort
2008,NA,Moderate Comfort
2012,2017,High Comfort
2012,2017,High Comfort
2017,NA,Moderate Comfort
2017,NA,Low Comfort
2017,NA,Moderate Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,2015,Low Comfort
2015,NA,Low Comfort
2011,2015,Low Comfort
2007,2015,Low Comfort
2012,2015,High Comfort
2004,2015,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2006,2016,Low Comfort
2006,2016,Low Comfort
2006,2016,Low Comfort
2006,2016,Low Comfort
2016,2019,Moderate Comfort
2016,NA,Low Comfort
2016,NA,Low Comfort
2017,NA,High Comfort
2016,NA,High Comfort
2016,NA,High Comfort
2016,NA,Moderate Comfort
2016,NA,Low Comfort
2016,NA,Moderate Comfort
2016,NA,Low Comfort
2016,NA,Low Comfort
2014,NA,Low Comfort
2014,NA,Moderate Comfort
2014,NA,High Comfort
2014,NA,Low Comfort
2014,NA,High Comfort
2015,NA,Moderate Comfort
2015,2015,High Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Moderate Comfort
2015,NA,Low Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2014,NA,Moderate Comfort
2014,NA,Moderate Comfort
2016,2020,Low Comfort
2014,NA,Low Comfort
2014,NA,Low Comfort
2014,NA,Low Comfort
2014,NA,Low Comfort
2014,NA,Moderate Comfort
2014,NA,High Comfort
2006,2022,Low Comfort
2006,2020,Moderate Comfort
2006,NA,Moderate Comfort
2006,NA,High Comfort
2006,NA,High Comfort
2006,2022,Moderate Comfort
2007,NA,Low Comfort
2007,NA,Low Comfort
2014,NA,Low Comfort
2014,2017,Low Comfort
2014,2017,Low Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2007,NA,Low Comfort
2007,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2015,NA,High Comfort
2015,NA,High Comfort
2015,NA,Low Comfort
2015,NA,Low Comfort
2007,NA,Moderate Comfort
2007,2021,Low Comfort
2007,NA,Moderate Comfort
2007,NA,Low Comfort
2007,NA,Moderate Comfort
2007,NA,Moderate Comfort
2007,2012,High Comfort
2007,2012,High Comfort
2015,2016,High Comfort
2015,2016,Low Comfort
2017,NA,Moderate Comfort
2007,2012,High Comfort
2007,2013,Low Comfort
2007,2015,High Comfort
2007,2018,Moderate Comfort
2007,2017,Low Comfort
2007,2017,Low Comfort
2001,2015,High Comfort
2001,NA,High Comfort
2001,NA,High Comfort
2001,NA,High Comfort
2009,NA,Moderate Comfort
2001,NA,High Comfort
2001,NA,High Comfort
2008,NA,Moderate Comfort
2008,NA,Moderate Comfort
2008,NA,Moderate Comfort
2008,2019,Moderate Comfort
2008,NA,Moderate Comfort
2008,NA,Moderate Comfort
2008,2009,Moderate Comfort
2001,NA,High Comfort
2001,NA,High Comfort
2001,NA,High Comfort
2014,NA,Low Comfort
2014,NA,Low Comfort
2008,2009,Low Comfort
2015,NA,Moderate Comfort
2017,NA,Moderate Comfort
2008,2011,High Comfort
2008,2020,Low Comfort
2008,2019,Moderate Comfort
2009,NA,Moderate Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2018,NA,Moderate Comfort
2001,2020,Low Comfort
2017,NA,High Comfort
2019,NA,High Comfort
2017,2001,Low Comfort
2017,2017,Low Comfort
2017,2017,Low Comfort
2018,NA,High Comfort
2018,NA,High Comfort
2017,NA,High Comfort
2017,NA,High Comfort
2017,NA,Low Comfort
2001,NA,High Comfort
2001,2017,Low Comfort
2008,2015,High Comfort
2006,2012,Low Comfort
2005,2021,Low Comfort
2009,NA,Moderate Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,NA,High Comfort
2009,2016,Moderate Comfort
2010,NA,Moderate Comfort
2001,NA,High Comfort
2017,NA,High Comfort
2017,NA,High Comfort
2017,NA,High Comfort
2018,NA,High Comfort
2019,NA,High Comfort
2018,NA,High Comfort
2019,NA,High Comfort
2018,NA,Low Comfort
2017,NA,Moderate Comfort
2017,NA,Low Comfort
2001,NA,Low Comfort
2001,2017,High Comfort
2001,NA,Low Comfort
2001,2017,Low Comfort
2010,NA,High Comfort
2010,NA,Low Comfort
2010,NA,Low Comfort
2010,NA,Moderate Comfort
2010,NA,Moderate Comfort
2010,NA,Low Comfort
2010,2014,Moderate Comfort
2011,NA,Low Comfort
2011,NA,High Comfort
2018,NA,High Comfort
2018,NA,High Comfort
2018,2021,Low Comfort
2018,NA,Moderate Comfort
2018,NA,Low Comfort
2018,NA,Moderate Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2018,NA,Low Comfort
2001,2017,Low Comfort
2002,NA,Moderate Comfort
2002,2021,Moderate Comfort
2002,NA,High Comfort
2002,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2005,2020,Low Comfort
2018,NA,High Comfort
2018,NA,High Comfort
2018,NA,Low Comfort
2018,NA,High Comfort
2011,NA,High Comfort
2002,2006,High Comfort
2002,2018,Moderate Comfort
2003,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2017,NA,Moderate Comfort
2001,NA,Low Comfort
2001,2021,Low Comfort
2018,NA,Moderate Comfort
2001,NA,Moderate Comfort
2001,2020,Moderate Comfort
2001,2020,Moderate Comfort
2001,2020,Moderate Comfort
2001,2020,Moderate Comfort
2001,2020,Moderate Comfort
2018,NA,Low Comfort
2006,2018,Low Comfort
2006,NA,Moderate Comfort
2003,NA,High Comfort
2003,2020,Low Comfort
2003,2020,Low Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2020,NA,High Comfort
2004,2019,Moderate Comfort
2004,NA,Moderate Comfort
2004,2021,High Comfort
2004,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2011,NA,High Comfort
2004,NA,High Comfort
2004,NA,High Comfort
2004,NA,Moderate Comfort
2004,NA,High Comfort
2004,2021,Low Comfort
2004,NA,High Comfort
2011,2015,Low Comfort
2011,2015,Low Comfort
2011,2015,High Comfort
2011,2015,High Comfort
2011,2015,High Comfort
2012,NA,Low Comfort
2005,NA,Low Comfort
2005,NA,Moderate Comfort
2005,2008,Moderate Comfort
2005,NA,Moderate Comfort
2005,2016,Moderate Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2012,NA,High Comfort
2013,NA,Moderate Comfort
2006,NA,Low Comfort
2006,NA,Low Comfort
2006,NA,Low Comfort
2006,NA,Low Comfort
2006,2018,Moderate Comfort
2013,NA,High Comfort
2013,NA,High Comfort
2013,NA,Low Comfort
2013,NA,Low Comfort
2013,NA,Moderate Comfort
2013,2019,Moderate Comfort
2003,2020,Low Comfort
2007,NA,Moderate Comfort
2019,2020,Low Comfort
2001,NA,Low Comfort
2003,2020,Low Comfort
2001,2015,High Comfort
2001,NA,Moderate Comfort
2007,NA,Moderate Comfort
2014,NA,Moderate Comfort
2015,NA,Moderate Comfort
2015,NA,Moderate Comfort
2015,NA,Moderate Comfort
2015,NA,Moderate Comfort
2016,NA,Moderate Comfort
2017,NA,Moderate Comfort
2017,NA,Moderate Comfort
2017,NA,Moderate Comfort
2007,NA,Moderate Comfort
2014,NA,Moderate Comfort
2014,NA,Moderate Comfort
2014,NA,Moderate Comfort
2017,NA,Moderate Comfort
2002,NA,Moderate Comfort
2007,2021,Moderate Comfort
2014,NA,Moderate Comfort
2014,NA,Moderate Comfort
2015,NA,Moderate Comfort
2001,2017,Moderate Comfort
2001,NA,Moderate Comfort
2014,2016,Low Comfort
2014,NA,Low Comfort
2014,NA,Low Comfort
2019,NA,Moderate Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,Moderate Comfort
2015,NA,Low Comfort
2020,NA,Low Comfort
2001,2020,Moderate Comfort
2020,NA,Low Comfort
2013,2020,Moderate Comfort
2020,NA,Moderate Comfort
2020,NA,Moderate Comfort
2020,NA,Moderate Comfort
2020,2023,Moderate Comfort
2020,NA,Low Comfort
2001,2020,Moderate Comfort
2020,NA,Moderate Comfort
2020,NA,Moderate Comfort
2020,NA,Moderate Comfort
2010,NA,Moderate Comfort
2007,NA,Moderate Comfort
2006,2020,Low Comfort
2008,NA,Moderate Comfort
2008,2020,Moderate Comfort
2007,2021,Moderate Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,Moderate Comfort
2003,2020,Low Comfort
2016,2018,Low Comfort
2009,2020,Low Comfort
2020,2023,Low Comfort
2017,NA,Low Comfort
2019,NA,Low Comfort
2020,1,Low Comfort
2020,NA,Moderate Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2002,2020,Low Comfort
2002,2020,Moderate Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2009,2020,Moderate Comfort
2001,2020,Moderate Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2001,2016,Low Comfort
2015,NA,Moderate Comfort
2001,NA,Moderate Comfort
2020,NA,Low Comfort
2003,2016,Moderate Comfort
2008,2020,Moderate Comfort
2017,NA,High Comfort
2018,2020,Low Comfort
2015,NA,Moderate Comfort
2015,NA,Moderate Comfort
2001,NA,High Comfort
2001,2020,High Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,Low Comfort
2020,NA,High Comfort
2020,NA,High Comfort
2020,NA,Low Comfort
2001,2020,Moderate Comfort
2001,2020,Moderate Comfort
2020,1,Low Comfort
2008,2014,Low Comfort
2020,1,Low Comfort
2018,2020,Low Comfort
2007,NA,Moderate Comfort
2020,NA,Low Comfort
2021,NA,Moderate Comfort
2001,2018,Low Comfort
2021,NA,Moderate Comfort
2021,NA,Moderate Comfort
2021,NA,Moderate Comfort
2021,NA,Low Comfort
2016,2021,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Moderate Comfort
2021,NA,Moderate Comfort
2021,NA,Low Comfort
2021,NA,Moderate Comfort
2021,NA,Moderate Comfort
2021,NA,Low Comfort
2021,2021,Low Comfort
2021,2021,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Moderate Comfort
2004,NA,High Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Moderate Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2021,NA,Low Comfort
2001,2013,Moderate Comfort
2001,2013,Moderate Comfort
2020,NA,Low Comfort
2021,NA,Moderate Comfort
2020,NA,Moderate Comfort
2016,2018,Low Comfort
2016,2019,Low Comfort
2019,NA,Low Comfort
2019,NA,Low Comfort
2019,NA,Low Comfort
2001,2019,High Comfort
2002,NA,Moderate Comfort
2019,NA,Moderate Comfort
2017,2022,Low Comfort
2001,2021,Low Comfort
2005,NA,Low Comfort
2021,2021,Low Comfort
2021,NA,Moderate Comfort
2016,2022,High Comfort
2016,NA,High Comfort
2019,NA,High Comfort
2016,NA,Low Comfort
2016,NA,Low Comfort
2017,NA,Low Comfort
2017,NA,Low Comfort
2020,NA,Low Comfort
2018,NA,High Comfort
2019,NA,High Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,High Comfort
2022,NA,High Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2006,2022,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Moderate Comfort
2022,NA,Low Comfort
2022,NA,Low Comfort
2022,NA,High Comfort
2022,NA,Low Comfort
2022,NA,High Comfort
2022,NA,High Comfort
2022,NA,Moderate Comfort
2006,2022,Low Comfort
2006,2022,Low Comfort
2021,NA,Moderate Comfort
2021,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
NA,NA,Moderate Comfort
NA,NA,Moderate Comfort
NA,NA,Moderate Comfort
NA,NA,Low Comfort
NA,NA,Moderate Comfort
NA,NA,Moderate Comfort
2009,NA,Moderate Comfort
2023,NA,Low Comfort
2023,NA,High Comfort
2023,NA,High Comfort
2023,NA,High Comfort
2023,NA,High Comfort
NA,NA,Moderate Comfort
NA,NA,Low Comfort
2005,2023,Low Comfort
2023,NA,Moderate Comfort
2001,NA,High Comfort
2018,NA,Low Comfort
2016,NA,High Comfort
2020,NA,Low Comfort
2024,NA,Moderate Comfort
2022,NA,Low Comfort
2023,NA,High Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2023,NA,Low Comfort
2024,NA,Low Comfort
